Username,Tweet,Yearly Pay
laceynwilliams,"2012: Software Dev. Trainee w/master's degree, no coding experience. Paid to learn to code. $40,000. #talkpay.","$40,000.00"
GhettoCode,"#Talkpay As a military veteran with an incomplete CS degree, I got my first real developer job in 1999 making $40k/yr.","$40,000.00"
juliepagano,1st job out of college (BS CoE): $40k/year + options at a growing startup in Pittsburgh. Hired into “applications engineer” role. #talkpay,"$40,000.00"
lyzidiamond,"Then GIS government job in Oregon, $38k/yr. COLA increased to $39.5k/yr by the time I left a year and a half later. #talkpay","$39,500.00"
etrolleybus,"Academic computer science: PhD student, CMU, 2000-2006, ~US$25K Postdoc, McGill, 2007-2009, C$39K Postdoc, McGill, 2009-2010, C$27K #talkpay","$39,000.00"
fizzbang,"At the AAA game studio that won me the most awards as a Narrative Designer, I was hired at $38,000/year. Could barely afford rent. #TalkPay","$38,000.00"
SemperFiGamer,$38k/year Disabled Veteran #talkpay I'm also a Twitch streamer,"$38,000.00"
kaytheproblem,"#talkpay 2012: $26k, campaign mgr 2013: $38k, marketing @ startup 2014: $30k, campaign mgr 2015: $26k, marketing again","$38,000.00"
saragardinier,Out of college I started out making $32k for an entry level management position at a national store.The most I EVER made was $38k. #talkpay,"$38,000.00"
settern,"I started in the publishing industry at $37,000 in San Francisco. Decent anywhere else; there, I lived on credit cards and ramen. #talkpay","$37,000.00"
mezzoblue,My first industry job paid me $37k/yr after 4 years. I was able to quit and freelance 6mo after I created @csszengarden in 2003. #talkpay,"$37,000.00"
techgirlwonder,"#talkpay 2002 - $36,000 yr Middle school teacher 2004-5 $10 clothing store assistant 2005-6 $10,000yr Public Ally / Non Profit worker","$36,000.00"
eleglac,"Teacher at private school, $36k #talkpay","$36,000.00"
tanyaxshort,Kitfox initially paid $24k per year. We're up to $36k now wooo! Someday maybe we'll get up to market prices. #talkpay,"$36,000.00"
ZenGender,"Software Engineer, Pre-Silicon Valley: Job 1) $24K/yr 2) $32K/yr 3) $36K/yr #talkpay","$36,000.00"
sanspoint,"And, FWIW, I'd be in much better shape if I didn't owe $36k for my college education. Student Loans are Evil. #talkpay","$36,000.00"
sanspoint,Out of college I got a telemarketing job that paid $36k base. Never earned any substantial bonus. #talkpay,"$36,000.00"
grmpyprogrammer,#talkpay My first full-time programming job in 1999 paid me CDN$36k/yr. I found it easier to get more money by changing jobs,"$36,000.00"
juliabwrites,"Most I've ever made in an editorial job = $36,000. The most I've ever made on a freelance assignment = $1,000 (way above my avg). #talkpay","$36,000.00"
feministy,"Project &amp; front end web work at domestic violence nonprofit in CA w/ BA degree. $36k USD, no bonus/equity (adjusted for inflation) #talkpay","$36,000.00"
radiomorillo,"MOC Entry-level Research Analyst in Little Rock, Arkansas: $35,500 Salary. Education: MS level 10% 401k #talkpay #POC","$35,500.00"
allentwit,"A little under $30k at the moment. Never made more than $35k, even producing at CBS. #talkpay #poor","$35,000.00"
CrillFactor,"I can #talkpay a little. around ~2008 I undersold myself in web development at $35k/y. as a result, I worked like someone who didn't care","$35,000.00"
missyleone,"My salary, starting out as a geologist 12 yrs ago, was $35k/yr. Friends in oil industry were making 3x that with less education. #talkpay","$35,000.00"
concrocotta,"#talkpay I was paid $35,000 salary at my first job out of college, working at a branch of CGI in AL. Was a ""consultant"" but I did web prog.","$35,000.00"
othiym23,"#talkpay DM ""WM front end web developer with 3.5 years professional experience. Tech company in the north of England: £23k (~$35k)""","$35,000.00"
spine_cone,more #talkpay : first job out of college in 2012 was software dev making $35k/year. no one in school or family discussed negotiating salary.,"$35,000.00"
sheldonkreger,#talkpay Made $35k / yr as entry level Drupal developer in 2012. Could barely make ends meet between Portland rent and student loans.,"$35,000.00"
Allaunira,#talkpay (2/2) I hope to be making at least $35k/yr as a junior developer when my temp internship is over.,"$35,000.00"
maryofdoom,"For my part (and there are a lot): independent contractor in the TCG industry, $35k/yr (2004-2006) in San Diego #talkpay","$35,000.00"
ChiperSoft,"#talkpay I broke into prof web dev in 2000 at the age of 20, making $35k / yr. Dotcom crash sent me back to working retail &amp; service jobs.","$35,000.00"
savannahmillion,"When I graduated in 2013 with a BFA, I was told not to accept less than $35k. Took an offer for $30k anyway, thinking ""it's close"" #talkpay","$35,000.00"
AaronM,#talkpay $35k net as sysadmin/programmer/hl7 integration. let’s hear it for rural midwestern pay rates!,"$35,000.00"
CmdrShepardsPie,I will contribute however. I dropped out to work in web development. I made $35k/year at my 1st job as a Junior ASP .Net developer. #talkpay,"$35,000.00"
okjkay,"first job after BSW as a foster care case manager: 33k a year. Now, 6 years later left for a better-paying job making $35k. LOL #talkpay","$35,000.00"
YungRama,"Truth, I'd rather #talkpay about minimum living wage than tech salaries, why I made $35k as a teacher, a noble job…","$35,000.00"
pezillionaire,Compared to $34k/yr at seasonal photographer / groundskeeper I feel blessed to have found success in Web Dev/Design. #talkpay,"$34,000.00"
andujarm,"As a PhD student at University of Florida, my base salary is $34k/a year. It is not bad for now. #talkpay","$34,000.00"
AmandaGraham88,"First year Optical Retail Manager with 6 years of optician experience: $34k projected for 2015, full benefits, 3% 401k matching. #talkpay","$34,000.00"
WarehousePanda,with an unrelated BA and 2 yrs experience in MH I got a job as a MH team coordinator in NC making $32K w a raise to $34K after 1 yr #talkpay,"$34,000.00"
skeswa,I made $33k last year as a student doing freelance and a summer internship. #talkpay,"$33,000.00"
Jickle,#talkpay last financial year I made about AU$33k from writing. AU$17k from teaching.,"$33,000.00"
DanaBublitz,"Ack. Accidentally deleted orig. #talkpay tweets. Basically: despite two master’s, made approx. $33k in higher ed, almost 2x that in tech.","$33,000.00"
PK_EQD,"jumping into #talkpay- $33k/yr doing customer service for sqsp, however, stock options and outstanding benefits the company pays for 100%","$33,000.00"
staciafuchsia,"#talkpay $33k, e-commerce marketing coordinator, 2 years exp. before that way less for after-school teaching, tutoring, etc","$33,000.00"
FloorCharts,Was floored to find out what journalists make - and that $33k+ in DC for a starting journo can be high #talkpay,"$33,000.00"
mmorri,"Interviewed at an ad agency with no experience, web dev work from middle school as my portfolio, hired for $33k [2010]. #talkpay","$33,000.00"
yaelwrites,"As a middle school teacher, I started at $28,825 and ended at $32,225. I spent most of my spare cash on supplies for my kids. #talkpay cont.","$32,225.00"
searchingfortao,"My first real coding job paid $32k/year, writing HTML for a video game company back before the dot.bomb. #talkpay","$32,000.00"
TheSweetKat,"OK, I'll play: $32K. I'm university classified staff, so my salary's public anyway, and the governor thinks we're overpaid. #talkpay","$32,000.00"
erasmuslijn,"#talkpay regulatory consulting requiring 4-year degree: $32k. nonprofit staff writer, editor, supervisor of interns: $22 k, no benefits","$32,000.00"
davidwalshblog,First job in tech was $32k/year. Felt like I was stealing living. I still feel like I’m stealing a living. #talkpay,"$32,000.00"
jina,#talkpay full time Interactive Designer for Memphis ad agency in 2006: $32k salary with benefits,"$32,000.00"
TimKrajcar,How much would it take to drop out of the top 1% worldwide? $32K USD/yr or less. Data from #talkpay (3/3),"$32,000.00"
_jamestgreen,My #talkpay as a professional designer/developer. 2012: Print advertising: $32K 2013 - 2015: Front end design + dev (ad + web): $42-50K,"$32,000.00"
laceynwilliams,"2011: Testing Center Specialist (coded as Admin Asst.) for a proctored testing center at a public university. $31,600. #talkpay","$31,600.00"
bluephoenix47,"#talkpay Computer Science Ph.D. student, Boston, MA: $31k annual stipend (starting next Fall, after a hard fought raise)","$31,000.00"
anntieup,OK I'll bite. First FT job $24k to manage a DV shelter. Then $31k as advocate. Then I went to grad school. #talkpay,"$31,000.00"
radiomorillo,"WOC FE Developer (5 years) - ~£20,500 (~$31,000) #talkpay #POC","$31,000.00"
othiym23,"#talkpay DM ""Jr Angular dev/ux/ui designer, self taught &lt;1 year exp - $31k - UK based. Manual labour before this.""","$31,000.00"
yapjonathan,#talkpay seems skew towards the EU or US. Designers in Asia would be happy getting $30k mark. Probly due to most are inexperienced in tech.,"$30,000.00"
ecormany,"i was absolutely considering non-TT jobs topping out at $30K, no benefits. i consider myself very lucky. #talkpay","$30,000.00"
asickboy,2008 - Designer: $30k. I couldnt believe I got paid to do design work. Funny how quick things change. #talkpay,"$30,000.00"
t3dy,"I used to make just under $30k a year as an ESL teacher. The benefits were plush, maybe ""worth"" $8-10k, (no time to take advantage) #talkpay","$30,000.00"
Sidnicious,"@Sidnicious: Last/first job: NYC computer programmer/technician/repair person: $30k starting, $45 when I left + $200/y bonus. #talkpay","$30,000.00"
airykillm,#talkpay Commercial lines Insurance agent with six years industry experience: $30k &amp; benefits/telecommute 50% of the time. No commission.,"$30,000.00"
EylerWerve,"At a early venture/angel funded startup as first tech lead, $30k the first year; fired two days before my stock vested. Felt awful. #talkpay","$30,000.00"
mcobweb,"With BS in journalism and MSSW, I never broke $30K. Have now been self-employed 11 years. Pay no better, frustration much less. #talkpay","$30,000.00"
doubleyewdee,I started at 16 (in 1998) working remotely for a pretty ridiculous-for-a-teenager salary of ~$30k/yr. #talkpay,"$30,000.00"
tithonium,"Sure, fine, #talkpay. First job in Seattle was a contractor to a contractor to Microsoft, making $30k/y with no benefits. &gt;","$30,000.00"
klintron,"Help desk support, non-profit in Portland. 2009-2010. $30k plus benefits. #talkpay","$30,000.00"
klintron,"Black box QA. Startup in Portland, 2006-2007. $30k a year plus benefits. #talkpay","$30,000.00"
mariapaprika,"#talkpay $30k - unit test analyst at a software company, in Missouri","$30,000.00"
RunningNerdy,"#talkpay I'm fresh out of grad school making $30K. Sometimes I wonder if I just worked rather than had school for 2 years, if I'd earn more.","$30,000.00"
laurelviolet,"OK, I'll #talkpay. I make just under $30k in Austin, TX.","$30,000.00"
bitchwhocodes,"my first tech job as developer was $30,000 following an unpaid internship. I got a Sr. title #talkpay","$30,000.00"
Taladel,"#talkpay Entry-level Java/C# developer, $30k net. First IT job, started as Tier 1 helpdesk.","$30,000.00"
lindseybieda,"Though, my $30K job was poor in pay I will still remember it as being rich in experience... #talkpay","$30,000.00"
TimCDoherty,"#talkpay 1996: $29,000. 2015: $1XX,XXX. Stay current/ahead with technologies.","$29,000.00"
ryanbrazell,"My first #edtech job out of college: 0 exp, $29k full-time. #talkpay","$29,000.00"
meaganoff,"Started as self-taught ""Graphic &amp; Web Designer"" (Photoshop, HTML/CSS, some AS/Flash) at $29k in suburbs of Detroit, MI 2005 #talkpay","$29,000.00"
machuga,1/2: Made $28k at my first dev job 2009-11 (hired off of an internship w/ a non-compete - locked in w/i 30mi radius). #talkpay,"$28,000.00"
gwenners,"Highest I've gotten paid in my chosen field is $28k. Right now, I get substantially less than that, when I get paid. #cmgr #talkpay","$28,000.00"
desuetude,"First salaried job, program admin assistant for medium-sized, financially stable nonprofit org, $27,500. #talkpay","$27,500.00"
kaequan,"First grown up job was as a specialist at an Apple store. Worked out to $27,040 a year, though less because I was part time. #talkpay","$27,040.00"
tbridge,My first job out of college was as a glorified receptionist and logistics guy. I made $27k in 2000. #talkpay,"$27,000.00"
quince,"As a startup founder, $27k (Oakland minimum wage) #talkpay","$27,000.00"
HeatherOhana,"First office job was in Albany, OR, after dropping out of law school. Marketing assistant @ community college. 5 yrs. $27k-32k #talkpay","$27,000.00"
sanspoint,"After a year of unemployment, I ended up working as a welfare clerk for $27k/yr #talkpay","$27,000.00"
chrisamaphone,"#talkpay computer science Ph.D. student, Pittsburgh, PA: $27k annual stipend.","$27,000.00"
GhettoWolf81,"To give some perspective, I worked at a Japanese console + social games company as a programmer, earned around £17k/$26k a year #talkpay","$26,000.00"
zippy1981,Got put on salary and a raise $26k. Left for a 10k raise to do php in a t-shirt facory #talkpay,"$26,000.00"
sjbrownTweet,"#talkpay all should calculate and remember your sustenance: shelter+food+transportation+medical = 12*(1000+(30*20)+(30*5)+400) = $25,800 eg","$25,800.00"
IbankoMedia,"Imo, founders shouldn't be talking salary over $25k until the company is a 1mil business. #talkpay","$25,000.00"
broav,UCLA Student: -$25k/yr. 😭 #talkpay,"$25,000.00"
franceshocutt,"Grad student (PhD), materials science and engineering, ~$18k. Chemistry, ~$25k. Same school. #talkpay","$25,000.00"
aaronmblevin,#talkpay - grad student: $25k - web analyst: $40-70k My employer asked that I not disclose current pay ;/,"$25,000.00"
calebthompson,self-taugh/Israel/first job PHP backend $25k #talkpay,"$25,000.00"
merrdiff,"Apparently #talkpay is a thing. PhD Candidate in Astronomy (have BS &amp; MS degrees). Roughly $25k, minus $5k in tuition.","$25,000.00"
BCKamsler,"After being very covert about the job (despite me saying my requirements), I was offered $25K less than I make now for a job #talkpay","$25,000.00"
aredridel,"#talkpay If I'd been full-time, when I started in web dev at age 13 (they thought I was a wunderkind), I'd have been making $25k/year.","$25,000.00"
yaelwrites,"My first job after college as a glorified receptionist at a non-profit started out at $18,720 and ended at $24,960 #talkpay (cont.)","$24,960.00"
moolelo,3rd yr Bio Teaching Assistant $17k/yr U of Hawaii. Compared to peer UC system $24k/yr with ~25% higher cost of living in Honolulu. #talkpay,"$24,000.00"
McCaineNL,Wonder if the people at #talkpay realize what the US median wage is (it's $24k),"$24,000.00"
elunky,"My first job was as a crisis counselor doing home visits, $22k per year #talkpay","$22,000.00"
jimevansmusic,"First starting out (1992), I worked in product support for $22k/yr. No sign on bonus, no equity. Large corporation. #talkpay","$22,000.00"
bookgrl,"FTR, I'm a professional librarian in southern Maine working 3/5 time. I make ~$22k/yr. #talkpay","$22,000.00"
RachelShadoan,"Graduate Research Assistant doing data visualization in CS at the University of Oklahoma: $21,696 #talkpay","$21,696.00"
amandaudoff,#talkpay is making my brain explode. I do administrative and program work for a local museum and my pay is $21k. #doitforlovenotmoney,"$21,000.00"
BretMcBret,"Graduated 1994, salaried arts journo since 1997 (started $21k); scheduled to pay off student loans by end of 2015. #talkpay","$21,000.00"
tessaquarium,Woo! Yet again I made less than $20K. Happy to be married but bummed it's the only way to get decent health insurance at my income #talkpay,"$20,000.00"
maco_nix,"3 years ago I helped train a new programmer. Last year she changed jobs, and I found she was offered $20k more than I get #talkpay","$20,000.00"
joshriggs,That moment when you find out a new hire with less experience is getting paid $20k more than you to do the same job. #talkpay,"$20,000.00"
HeatherOhana,All the while teaching myself web design/dev. First Drupal job was for non-profit science fair: asst state fair director $20k PT #talkpay,"$20,000.00"
jo_liss,"#talkpay 2011-12: Sysadmin, $25/h then $45/h 12-13: Ember consultant, $1k/d then $2k/d 14-15: Entrepreneur, $20k/m","$20,000.00"
theglobal_lib,"#talkpay I moved abroad for my first librarian job, made local wages ~$20,000/year, still managed to pay student loan bills mostly","$20,000.00"
juliabwrites,"2) I made $20,000 last year between freelance writing and my part time jobs, and I gave $1,500 back in taxes. #talkpay","$20,000.00"
ST215,"Did that work? “@proulxsie: Any time I negotiated a new salary, I claimed to make $20k more than I actually did. #talkpay”","$20,000.00"
LeslieAtHeart,"The way we define &amp; accept #poverty in this country is appalling. House of 3: $19,970?!!#NoJoke #talkpay #MayDay","$19,970.00"
firescotch,#talkpay Web designer 05: $17K 06: $18K 07: ¯\_(ツ)_/¯ 08-10: $25 (wage freeze) 10: $31 11: $32 13: $33 14: $38 15: $39,"$18,000.00"
golbleen,"let's not forget the retail workers making $18k/yr, the self-employed 'unemployables' and disabled making $8400/yr #talkpay","$18,000.00"
tjdonegan,My last year working full-time retail I made $17K. #talkpay The only f/t newspaper jobs at the time would've been a pay cut.,"$17,000.00"
ElizSimins,"i just clicked on #talkpay and now i'm nauseous anyway last year i made like $17k, a good $8k of which was from GFI t-shirts","$17,000.00"
spbarney,"So, let's #talkpay. 3 yr BSc in Math, 1 yr BEd in Math/Chem. Finished in '09 with $16,759 in student debt.","$16,759.00"
erynofwales,"My grad school job (RA) paid $16k/pr plus tuition. I got by, but was making careful decisions about food, avoiding driving, etc. #talkpay","$16,000.00"
terryx666,"#talkpay my first permanent position at age 26 paid $16k per year with benefits. Oh yeah, #1986.","$16,000.00"
edrabinski,As did a $15K bump in her pay. #talkpay works.,"$15,000.00"
edrabinski,"First job, young woman of color photo ed made $15K less than her horizontal counterparts. We found out via #talkpay. Confrontation ensued.","$15,000.00"
kylebiddle,$15k a year. #talkpay,"$15,000.00"
_Felipe,"#talkpay in my area (Brazil, SE) a good tech salary goes around $15k/year which is low even for the reduced cost of living here.","$15,000.00"
tyteen4a03,"#talkpay $15000, Software Engineer intern.","$15,000.00"
inurashii,"#talkpay, huh? 3 jobs, $15k/yr. Give me a dollar.","$15,000.00"
trvrhnry,"Years ago I had to choose between two job offers. Took the one for $15k less to work with great people, I'd say it worked out. #talkpay","$15,000.00"
dodeja,2008 - 2013 was tough for me financially but I learned a lot. Got a job right after and paid off my CC debt ($15k). #talkpay #startups,"$15,000.00"
walterlatimer,Before my bootcamp I was working full-time making $15k a year doing customer service for an online company. #TalkPay,"$15,000.00"
_jamestgreen,My #talkpay as a professional artist exhibiting since 2012: 1 of 5 talks: $125 1 of 32 exhibits: $250 + supplies 1 of 3 residencies: ~$15K,"$15,000.00"
SchadenBuggy,"Honors degree in history, English, and Asian studies. Severe ADD and fatigue disorder. ~$13k/yr as a part-time geo researcher. #talkpay","$13,000.00"
michelmcbride,All this #talkpay stuff is doing is making me realize if I got paid in USD I'd make ~$13k CAD more a year. I should...ask for that,"$13,000.00"
eric_d_evans,"Cook, 3 years experience, $13,000 last year. (I'm a white guy) #talkpay","$13,000.00"
rossfuhrman,My 1st job out of college was night shift of network monitoring. 2 yrs of that &amp; 8 yrs of dev &amp; I'm making $13K more now than then. #talkpay,"$13,000.00"
brad_bauer,"first real job in the tech biz, selling chips, cases and hard drives. Salary, $12,000 per year (plus a piddling commission) #talkpay","$12,000.00"
Seckin92,"Fresh Grad Computer engineer &amp; Developer in a relatively good company, only $12k post taxes. things are not very good in Turkey :) #talkpay","$12,000.00"
leahvelcro,"2014: Teaching assistant at UTexas, $12,000. #talkpay","$12,000.00"
soreth42,"Fine, whatever. White male, cisgender and bisexual, college educated. $11k/yr, copy and print associate. #talkpay","$11,000.00"
techgirlwonder,"one more thing about #talkpay -- I try to give away ~$10,000 / yr. Seems the ethical thing to do given current salary.","$10,000.00"
thekaanon,"#talkpay FEDev CS Degree, So Cal. My pay has increased at a surprisingly linear rate of ~$10k per year since graduation.","$10,000.00"
CodingWithSpike,I once wrote a 3 page letter on why I hate my job and have it to my boss. He gave me a $10k/yr raise. #talkpay,"$10,000.00"
jsatk,Heard about layoffs coming from my awesome manager (make your manager like you). Jumped ship again and got a $10k increase. #talkpay,"$10,000.00"
haplessninny,The most I've ever made in a year was $9500. #talkpay,"$9,500.00"
maryofdoom,"Also freelance editing: $700 (2011), $1600 (2012), $4650 (2013), $9175 (2014), and $1800 so far in 2015 (with ~$1500 outstanding) #talkpay","$9,175.00"
staciafuchsia,"#talkpay also made $9k gross, ~$3k profit as a photographer last year (mostly weddings).","$9,000.00"
barelyconcealed,"#talkpay Two years in the game industry, last year I made $9k.","$9,000.00"
erindotio,In 2009 I reported $8000 adjusted gross income. In 2015 I had $8000 tax withheld from earnings. #talkpay,"$8,000.00"
grmpyprogrammer,"#talkpay Also have done well doing courses and videos for other sites, $8k in 2014","$8,000.00"
TimKrajcar,I've had 7 FT employers in a 16 year career. All changes except #2-&gt;#3 have resulted in more $. Smallest delta was +$7500. #talkpay (2/3),"$7,500.00"
the_mckern,"Also related current job: I received $7,000 in relocation expenses to move to PDX from BOS, year one. #talkpay","$7,000.00"
roseofbattle,"Last year I made about $6500 as a freelance writer, mostly about games. I will probably make half that this year. #talkpay","$6,500.00"
Ayriath,I like the #TalkPay tag trend cuz it's like 'I'm in #college. I make -$6000 a semester',"$6,000.00"
PsidiumEn,It's depressing to read #talkpay and then come back to my reality of incredibles $6k/year. Does anyone at Silicon Valley want to adopt me?,"$6,000.00"
Wingokus,Looking at the tweets makes me angry. In Pakistan junior devs r making ~$3-$6k/yr. #feelingDisappointed #talkpay software engineer,"$6,000.00"
ableparris,I left RISD my sophomore year to start my own design studio. Schoolmates considered me successful. I claimed $5K the first year. #talkpay,"$5,000.00"
ngokevin_,Part-time poker player w/ 10 yrs. exp. grinding at card rooms in Portland and Marin. I made $4177 gross last year. #talkpay #underpaidrunbad,"$4,177.00"
_Metonymy_,"#talkpay graduate student, researcher, assistant lab manager (student position), Max pay is $4k annually","$4,000.00"
melissablount,As a public school teacher my salary has always been pretty public info. Since 2010 the most I’ve made is $1800 as a substitute. #talkpay,"$1,800.00"
creatrixtiara,#talkpay and being paid per project ($1750 for the year! or $100 honoraria etc) means that trying to pin down salary history is HARD,"$1,750.00"
iotdude,"My first job out of school $1000 per year. I left and came to states, been here since then #talkpay","$1,000.00"
UnicornAirship,High-school educated freelance writer; landscaping and cleaning work on the side. Less than $1000 a year. #talkpay,"$1,000.00"
jimmy0x52,Steve Jobs: $1 #talkpay,$1.00
snt06,#talkpay women's magazine intern $0/yr,$0.00
mitali,I've been on $0 salary for 1 year #founder #ALLIN #talkpay,$0.00
kylewaring,Founders keep your burn low and set a $0 salary for as long as you can #talkpay,$0.00
antoniogm,Wisecracking vagabond: $0 #talkpay,$0.00
stationvsbox,I make $0 lol #talkpay,$0.00
SeptembreA,#TalkPay $0,$0.00
irfnhmd,#indiedeveloper $0k salary. $0k stock. $0k bonus. $0k savings. #cheers . #talkpay,$0.00
jdegoes,"#talkpay Sure, why not? My current employment is $0/year, no benefits, flex vacation. CTO. #hellyeah, #charitywork, gimme more of that!",$0.00
ScarbTO,"#TalkPay: I make $0. Every1 at @ScarbTO makes $0. We love #Scarborough. If you want to work for us, just tweet about #ScarbTO &amp; use hashtag.",$0.00
GMYDrunks,"We are ready to #talkpay, we make $0.00",$0.00
Eggwaaa,#talkpay I make $0k/year. I feel like this hashtag isn't designed for me.,$0.00
MagentoFeedle,[EDITED TWEET] I now make $0/year because my manager fired me for sharing my compensation publicly. #talkpay via alanstorm,$0.00
alanstorm,[EDITED TWEET] I now make $0/year because my manager fired me for sharing my compensation publicly. #talkpay,$0.00
UnaswiMothuti,Webmaster &amp; App Developer. Pay: $0.00 #Talkpay #Africa 😐,$0.00
njvack,"#talkpay 08-15: startup co-founder, $0-40k (increasingly split with ""day job"" income)",$0.00
davidwalshblog,I’ll never apologize for ads or sponsored posts. Ever. First 4 years of my blog I made $0. Posted every single day back then. #talkpay,$0.00
mikey_p,Although technically speaking when starting consulting/freelance at day 1 your initial is $0k per year. #talkpay,$0.00
juliogarcia,#talkpay a lot. but would rather be doing this -&gt; stay at home dad &amp; my own project for $0,$0.00
ryanflorence,I made $0 today. #talkpay,$0.00
SeattleRubySue,2008-2010: Emergency Room Patient Advocate. Midwest. Volunteering required for med school. Pay: $0 + 1 bottled beverage per shift. #talkpay,$0.00
pat_wilson,"Ok I'll join for kicks. Startup CEO. 15 years industry experience. $0/yr, out of pocket travel expenses #talkpay",$0.00
SeattleRubySue,#talkpay 2011-2012: Researcher in different University lab. Discovered interesting new cobalt structure to be presented at conf. Pay: $0,$0.00
irfnhmd,#indiedeveloper salary $0k. Stock $0k. Savings $0k. #talkpay,$0.00
mikeym,"#talkpay On sabbatical, doing intensive personal design and front-end coding work with new tech, to learn and recharge. $0.",$0.00
juliepagano,"Good morning, friends. It is time to #talkpay. Currently I may $0 because I quit my corporate job, but I’ll share some info from the past! 👻",$0.00
sevillehs,"On the first job title I ever held, I was paid $0 because I was 11 years old and it was for a Pokemon fan site. #talkpay #girlintech",$0.00
catehstn,My salary: $0 since I quit the tech industry to do my own thing. (Plan to start paying myself in June though) #talkpay,$0.00
